STATE,LIB_ID,LIB_NAME,COUNTY,BK_MOB,MS_LIBRARIANS,LIBRARIANS,LOC_GVT,ST_GVT,FED_GVT,OTH_INCM,TOT_INCM,STAFF_EXP,PR_MAT_EXP,EL_MAT_EXP,OTH_MAT_EX,TOT_EXP_CO,OTH_OP_EXP,TOT_OP_EXP,L_CAP_REV,S_CAP_REV,F_CAP_REV,O_CAP_REV,CAP_REV,CAPITAL,BOOKS,EBOOKS,DB_LO_OT,DB_ST,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,CARDHOLDERS,TOT_CIR,EL_MAT_CIR,GPTERMS,PITUSR,YR_SUB,OBEREG,FIPSST,FIPSCO,FIPSPLAC,COUNTY_POP,LAT,LON
AK,AK0137-001,KLUKWAN COMMUNITY/SCHOOL LIBRARY,HAINES,0,0,0,500,6500,64952,27954,99906,,5446,0,1259,6705,,99905,0,0,0,0,0,0,6607,0,0,49,49,19,830,2280,199,2863,0,4,700,2014,8,2,100,31050,2569,59.23259,-135.448159
AL,100-000,CARL ELLIOTT REGIONAL LIBRARY SYSTEM,WALKER,0,1,3.5,99408,90279,0,57002,246689,129549,18065,0,0,18065,101415,249029,3921,0,0,4500,8421,8421,0,13663,1,70,71,0,2340,199950,0,0,0,4,3841,2014,5,1,127,38416,65859,33.8333948,-87.2739076
AL,100-001,ARLEY PUBLIC LIBRARY,WINSTON,0,0,0.5,25260,0,7000,1750,34010,,4591,4375,0,8966,,34010,10940,0,0,320,11260,11260,9892,13663,1,70,71,12,1820,4983,1917,11874,5434,8,1133,2014,5,1,133,0,24187,34.0500512,-87.2234374
AL,100-005,HALEYVILLE PUBLIC LIBRARY,WINSTON,0,0,2,75613,0,7000,1750,84363,,5756,4375,0,10131,,84363,9802,0,0,0,9802,9802,12351,13663,1,70,71,0,2496,16512,3432,17717,5434,9,1489,2014,5,1,133,32704,24187,34.2263998,-87.623363
AL,100-006,JASPER PUBLIC LIBRARY,WALKER,0,2,5.13,178912,0,10000,2500,191412,92708,22623,4898,0,27521,71183,191412,7200,0,0,0,7200,7200,57201,13663,1,70,71,0,2080,54431,14139,68259,5434,24,8257,2014,5,1,127,38416,65859,33.8333948,-87.2739076
AL,100-008,SUMITON PUBLIC LIBRARY,WALKER,0,0,0.75,52111,0,7000,1750,60861,,4586,4375,0,8961,,60861,0,0,0,0,0,0,10370,13663,1,70,71,0,2288,5318,2383,15459,5434,8,1471,2014,5,1,127,73848,65859,33.7495769,-87.0495275
AL,101-000,CHEAHA REGIONAL LIBRARY,CLEBURNE,2,0,1,9400,149725,0,1200,160325,64400,6600,2750,6750,16100,19589,100089,0,0,0,0,0,0,19614,8370,1,70,71,2,3560,1220,8491,78178,16183,6,215,2014,5,1,29,33976,15017,33.6437581,-85.5889203
AL,101-001,ROANOKE - ANNIE L. AWBREY PUBLIC LIBRARY,RANDOLPH,0,0,1,118379,6615,0,5500,130494,83640,9227,0,0,9227,34223,127090,0,0,0,0,0,0,19076,0,0,70,70,0,2164,30824,6578,50816,0,16,10000,2014,5,1,111,65040,22663,33.1495407,-85.3706895
AL,101-002,ASHLAND CITY PUBLIC LIBRARY,CLAY,0,0,1,61092,2886,0,7559,71537,,4056,1501,134,5691,,69335,0,0,0,0,0,0,24050,1800,0,70,70,0,2008,14581,4144,17233,624,15,5422,2014,5,1,27,2860,13506,33.274741,-85.837242
AL,999-028,SYLACAUGA - B. B. COMER MEMORIAL LIBRARY,TALLADEGA,0,1,3,618755,12579,10000,48035,689369,488295,23594,19405,9224,52223,135380,675898,0,0,0,0,0,0,99623,784,3,70,73,92,2600,62779,30025,175521,6612,66,16786,2014,5,1,121,74352,81339,33.1718114,-86.2507305
AL,101-004,CHEROKEE COUNTY PUBLIC LIBRARY,CHEROKEE,0,0.9,0.9,137907,11160,0,4565,153632,80310,16402,0,974,17376,62627,160313,0,0,0,0,0,0,32205,0,0,70,70,0,2023,40230,16915,88455,0,19,8276,2014,5,1,19,13648,26115,34.1493617,-85.6763663
AL,101-005,CHILDERSBURG - EARLE A. RAINWATER MEMORIAL LIBRARY,TALLADEGA,0,0,2,116876,5027,0,19344,141247,89420,27952,1500,1040,30492,41550,161462,0,0,0,0,0,45000,59304,0,1,70,71,46,2490,19515,12536,40837,0,19,13257,2014,5,1,121,14464,81339,33.2775588,-86.3556694
AL,101-006,LINCOLN PUBLIC LIBRARY,TALLADEGA,0,0,2,118599,4662,0,3050,126311,,7662,0,0,7662,,111261,0,0,0,0,0,0,16619,0,0,70,70,4,2156,8150,3611,7225,0,13,5215,2014,5,1,121,43120,81339,33.6044887,-86.1235871
AL,101-007,LINEVILLE PUBLIC LIBRARY,CLAY,0,0,1,42575,2216,0,2560,47351,,3700,0,702,4402,,39352,0,0,0,0,0,0,15418,0,1,70,71,2,1857,5429,2487,8196,0,3,195,2014,5,1,27,43264,13506,33.3145941,-85.7544585
AL,101-008,HEFLIN - LUCILE L. MORGAN PUBLIC LIBRARY,CLEBURNE,0,0,0.55,25000,3208,0,2385,30593,,2457,0,139,2596,,29188,0,0,0,0,0,1176,17365,0,0,70,70,22,1214,9964,4580,9687,0,7,2101,2014,5,1,29,33976,15017,33.6437218,-85.5878737
AL,101-009,OXFORD PUBLIC LIBRARY,CALHOUN,0,1,1,427500,19607,0,0,447107,240000,25824,0,4862,30686,21954,292640,0,0,0,0,0,0,54249,17864,0,70,70,32,2236,30000,19411,80039,659,53,22597,2014,5,1,15,57576,116547,33.6097203,-85.8355168
AL,999-070,TALLADEGA - ARMSTRONG-OSBORNE PUBLIC LIBRARY,TALLADEGA,0,0,1,365868,15447,2000,11671,394986,235680,34714,5000,5422,45136,115226,396042,0,0,0,0,0,0,150259,25,1,70,71,144,2384,61100,18062,66314,365,27,10149,2014,5,1,121,74592,81339,33.4331188,-86.0997635
AL,999-033,ABBEVILLE MEMORIAL LIBRARY,HENRY,0,0,1,99774,8638,0,7161,115573,77422,6899,0,2078,8977,38297,124696,0,0,50000,0,50000,50194,31465,38,0,70,70,28,2080,25507,5951,15931,314,19,12031,2014,5,1,67,124,17224,31.5672929,-85.2504667
AL,999-075,ARITON - DOT LANEY MEMORIAL LIBRARY,DALE,0,0,0.4,11540,753,0,5206,17499,,440,0,313,753,,19350,0,0,0,0,0,0,13333,0,0,70,70,0,823,1834,601,1401,0,9,941,2014,5,1,45,2428,49845,31.6001879,-85.7194125
AL,999-035,HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY,HENRY,0,0,1,110300,8638,0,5844,124782,77345,10939,0,4347,15286,14969,107600,0,0,0,0,0,0,64120,0,0,70,70,0,2236,29275,8640,21119,0,16,8150,2014,5,1,67,33856,17224,31.3523595,-85.3419344
AL,999-061,BRUNDIDGE - TUPPER LIGHTFOOT MEMORIAL LIBRARY,PIKE,0,1,4,209048,7085,0,8336,224469,113219,23353,0,7143,30496,18243,161958,2357,0,0,0,2357,67891,12798,79,0,70,70,24,2236,10573,2378,14671,0,19,3805,2014,5,1,109,10240,33682,31.7189493,-85.8155105
AL,999-079,OZARK - DALE COUNTY PUBLIC LIBRARY,DALE,0,0,2,147950,36582,2400,81542,268474,151865,16843,3400,2376,22619,82801,257285,22322,0,0,0,22322,43915,62432,895,0,70,70,0,2061,109467,13584,103130,407,42,27167,2014,5,1,45,57648,49845,31.452208,-85.6327649
AL,517-001,CLIO - ELTON B. STEPHENS LIBRARY,BARBOUR,0,0,1,10251,3672,0,0,13923,,2365,0,200,2565,,10493,0,0,0,0,0,0,17217,0,0,70,70,0,1045,17650,942,38337,0,18,5026,2014,5,1,5,15640,26978,31.7087604,-85.6120904
AL,517-003,LOUISVILLE PUBLIC LIBRARY,BARBOUR,0,0,0.6,4159,2810,0,0,6969,,1014,0,39,1053,,6676,0,0,0,0,0,0,4022,0,0,70,70,0,900,460,255,360,0,3,255,2014,5,1,5,44344,26978,31.782949,-85.555864
AL,999-077,MIDLAND CITY - MARY BERRY BROWN MEMORIAL LIBRARY,DALE,0,0,1,31826,2319,0,6722,40867,,5615,120,824,6559,,57467,0,0,0,0,0,0,9020,0,0,70,70,0,1800,10996,2413,2550,0,18,6050,2014,5,1,45,0,49845,31.336223,-85.523526
AL,999-078,NEWTON PUBLIC LIBRARY,DALE,0,0,1,21245,2132,0,0,23377,,1810,0,0,1810,,18777,0,0,0,0,0,0,12935,0,0,70,70,0,1580,5250,720,17178,0,8,925,2014,5,1,45,54480,49845,31.3319466,-85.5968512
AL,517-004,CLAYTON - TOWN AND COUNTY PUBLIC LIBRARY,BARBOUR,0,0,1,12440,5269,8000,14920,40629,,4008,0,8200,12208,,33991,0,0,8000,0,8000,8000,16063,0,0,70,70,4,1250,6583,2389,2244,0,16,4678,2014,5,1,5,15376,26978,31.8845803,-85.458798
AL,999-060,TROY PUBLIC LIBRARY,PIKE,0,1,7,543797,25573,0,13607,582977,405907,62722,2905,20794,86421,75760,568088,0,0,0,0,0,62000,78841,11400,2,70,72,92,2600,93112,20638,201766,42036,16,9576,2014,5,1,109,76920,33682,31.8085334,-85.9677353
AL,999-058,UNION SPRINGS PUBLIC LIBRARY,BULLOCK,0,0,1,39700,10460,0,4909,55069,37759,8950,0,150,9100,9219,56078,0,0,0,0,0,0,10872,0,0,70,70,23,1584,9597,2153,3123,0,24,6009,2014,5,1,11,77880,10605,32.1406206,-85.7161121
AL,103-001,ANDALUSIA PUBLIC LIBRARY,COVINGTON,0,1,2,222751,18222,0,20791,261764,203077,21134,0,1206,22340,51343,276760,0,0,0,0,0,0,50483,0,1,70,71,0,2499,27965,23575,43653,0,32,23587,2014,5,1,39,1708,37850,31.3068476,-86.4829134
AL,103-002,BRANTLEY PUBLIC LIBRARY,CRENSHAW,0,0,2,24500,3460,0,0,27960,,2243,0,0,2243,,24743,0,0,0,0,0,0,9151,0,0,70,70,27,1100,3250,1594,10422,0,4,975,2014,5,1,41,0,13960,31.579297,-86.292382
AL,999-034,ELBA PUBLIC LIBRARY,COFFEE,0,1,1,74480,9809,3720,7426,95435,,13332,0,3901,17233,,91539,0,0,0,0,0,0,18601,0,0,70,70,23,2083,20964,2264,18655,0,8,5268,2014,5,1,31,23296,50861,31.414525,-86.066332
AL,103-004,GENEVA - EMMA KNOX KENAN PUBLIC LIBRARY,GENEVA,0,0,1,90792,8335,0,5101,104228,63951,10949,0,997,11946,21054,96951,0,0,0,0,0,0,17334,0,2,70,72,20,1820,16440,5454,8178,0,3,3831,2014,5,1,61,29464,26742,31.0362535,-85.8650891
AL,999-041,ENTERPRISE PUBLIC LIBRARY,COFFEE,0,0,2,169595,40324,0,38696,248615,154704,24082,5000,4270,33352,62265,250321,0,0,0,0,0,0,53928,10482,2,70,72,9,2530,99945,121361,139054,1971,28,33521,2014,5,1,31,24184,50861,31.314037,-85.852791
AL,103-006,FLORALA PUBLIC LIBRARY,COVINGTON,0,0,1,58444,6415,7000,5698,77557,48805,7805,6284,1763,15852,13970,78627,0,0,0,0,0,0,16400,134,0,70,70,31,1960,18868,2803,14641,460,10,5225,2014,5,1,39,26848,37850,31.020628,-86.326526
AL,103-007,HARTFORD - MCGREGOR-MCKINNEY PUBLIC LIBRARY,GENEVA,0,0,1,79260,6518,0,5261,91039,,11437,4024,3847,19308,,93253,0,0,0,0,0,0,22241,189,0,70,70,38,2248,13737,2494,29721,881,10,4721,2014,5,1,61,33424,26742,31.0982684,-85.6967458
AL,103-008,LUVERNE PUBLIC LIBRARY,CRENSHAW,0,0,2,102697,10343,0,27925,140965,84891,8175,4750,12324,25249,30800,140940,0,0,0,0,0,0,14662,9567,0,70,70,25,1837,31391,7411,43561,341,13,7664,2014,5,1,41,44728,13960,31.7163308,-86.2614088
AL,103-009,OPP PUBLIC LIBRARY,COVINGTON,0,0,2,117791,13125,0,9760,140676,72496,19215,6016,3752,28983,48998,150477,0,0,0,0,0,2000,28368,37,0,70,70,105,2080,23879,2399,33264,1999,9,2006,2014,5,1,39,57120,37850,31.3071062,-86.2549763
AL,103-010,SAMSON PUBLIC LIBRARY,GENEVA,0,0,0.1,22963,5839,0,1502,30304,,5772,0,472,6244,,34967,804,0,0,0,804,0,8324,0,0,70,70,20,1454,4635,1021,4785,0,7,2268,2014,5,1,61,67800,26742,31.116736,-86.045997
AL,103-011,SLOCOMB PUBLIC LIBRARY,GENEVA,0,0,1,6500,5880,0,0,12380,,2500,0,300,2800,,17950,0,0,0,0,0,0,8841,0,0,70,70,0,880,3700,720,5000,0,10,1035,2014,5,1,61,71040,26742,31.107025,-85.5936724
AL,104-000,HORSESHOE BEND REGIONAL LIBRARY,TALLAPOOSA,1,1.8,1.8,45285,192536,0,5609,243430,158401,14974,0,0,14974,47111,220486,0,0,0,0,0,0,48350,0,0,70,70,9,2592,515,3289,34704,0,7,780,2014,5,1,123,19336,41221,32.8333469,-85.7653961
AL,104-001,ALEXANDER CITY - ADELIA MCCONNELL RUSSELL LIBRARY,TALLAPOOSA,0,0,1,466372,6891,0,43989,517252,396838,11619,12360,9077,33056,131838,561732,19932,0,0,0,19932,19932,29878,10000,2,70,72,58,4992,52208,8868,49134,1947,21,13206,2014,5,1,123,1132,41221,32.9414721,-85.9539223
AL,104-002,DADEVILLE PUBLIC LIBRARY,TALLAPOOSA,0,0,1,74316,2352,0,4254,80922,58404,4968,1500,2805,9273,16723,84400,0,0,0,0,0,0,10062,13454,0,70,70,8,2021,24279,3426,13475,1402,15,3817,2014,5,1,123,19336,41221,32.8333407,-85.7653961
AL,104-003,GOODWATER PUBLIC LIBRARY,COOSA,0,0,0.6,41075,2795,1512,4637,50019,,4085,0,1007,5092,,46477,0,0,0,0,0,0,16733,0,0,70,70,29,2100,11530,3222,4076,0,12,4580,2014,5,1,37,30640,11065,33.0638376,-86.0524899
AL,104-004,AUBURN PUBLIC LIBRARY,LEE,0,7,10,1615749,25210,19614,0,1660573,1291633,73615,30987,32391,136993,231947,1660573,13222,0,0,0,13222,13222,72480,1344,6,70,76,159,3358,124239,39510,237148,10761,44,91880,2014,5,1,81,3076,151708,32.6044107,-85.466363
AL,104-005,OPELIKA - LEWIS COOPER JR. MEMORIAL LIBRARY,LEE,0,2,4,695949,26881,0,0,722830,557095,60033,15278,24602,99913,61133,718141,0,0,0,0,0,0,68674,5148,2,70,72,88,3500,80136,33014,128195,37549,24,30217,2014,5,1,81,57048,151708,32.649137,-85.3759494
AL,104-006,MILLBROOK PUBLIC LIBRARY,ELMORE,0,0,3,160915,6980,0,12224,180119,134483,9266,5660,5546,20472,27659,182614,0,0,0,0,0,0,31878,13454,0,70,70,44,2801,64285,14709,82860,2175,23,21681,2014,5,1,51,48712,80808,32.4767889,-86.3620007
AL,104-008,TALLASSEE COMMUNITY PUBLIC LIBRARY,TALLAPOOSA,0,0,2,79113,2267,0,0,81380,,8267,0,0,8267,,81380,0,0,0,0,0,0,25577,13454,0,70,70,4,2365,28920,2105,44371,641,13,13814,2014,5,1,123,74688,41221,32.5401591,-85.8792243
AL,104-009,WETUMPKA PUBLIC LIBRARY,ELMORE,0,1.5,1.5,251285,3046,6991,24141,285463,184273,19509,3720,6320,29549,56338,270160,0,0,0,0,0,0,28273,13478,2,70,72,38,2854,32278,19778,86636,8411,15,26247,2014,5,1,51,81720,80808,32.535896,-86.205711
AL,516-001,FLORENCE - LAUDERDALE PUBLIC LIBRARY,LAUDERDALE,0,2.5,15,910450,65941,16615,249834,1242840,630594,62546,17872,28220,108638,503587,1242819,25000,0,0,0,25000,25000,72528,43678,3,70,73,87,2754,170714,47456,229167,10159,40,39458,2014,5,1,77,26896,92774,34.8035633,-87.6746533
AL,999-039,TUSCUMBIA - HELEN KELLER PUBLIC LIBRARY,COLBERT,0,1,4,134856,12748,0,6663,154267,94760,19760,2000,3240,25000,34507,154267,0,0,0,0,0,0,36563,28351,0,70,70,20,1992,8956,6924,30352,6402,12,6136,2014,5,1,33,77280,54499,34.7365408,-87.7034975
AL,999-042,LEIGHTON PUBLIC LIBRARY,COLBERT,0,0,1,2500,5104,3375,3960,14939,,2100,0,3636,5736,,16310,0,0,0,0,0,0,7264,0,0,70,70,0,832,2400,696,2053,0,7,2000,2014,5,1,33,42160,54499,34.700231,-87.5289566
AL,999-050,MUSCLE SHOALS PUBLIC LIBRARY,COLBERT,0,0,1,550163,17452,17000,26923,611538,384898,62420,20139,24642,107201,119439,611538,3940,0,0,0,3940,3940,53654,46623,3,70,73,56,2193,176772,14731,241547,138192,56,19919,2014,5,1,33,53016,54499,34.7444578,-87.645404
AL,516-004,ROGERSVILLE PUBLIC LIBRARY,LAUDERDALE,0,1,1,78665,10447,12000,10929,112041,61448,17663,0,2040,19703,19748,100899,500,0,7750,0,8250,13914,36047,0,2,70,72,26,2080,24961,4430,45285,0,10,6821,2014,5,1,77,66216,92774,34.8242352,-87.2920732
AL,999-066,SHEFFIELD PUBLIC LIBRARY,COLBERT,0,0,4,209477,13363,0,13030,235870,181568,43316,17154,12853,73323,36702,291593,0,0,0,0,0,0,56493,69423,10,70,80,52,2000,57229,7213,71364,3484,38,9159,2014,5,1,33,69648,54499,34.7614588,-87.6985416
AL,106-000,NORTHWEST REGIONAL LIBRARY,MARION,0,0,0.5,26190,57114,44128,12784,140216,,47640,0,0,47640,,118086,0,0,0,0,0,0,80337,0,0,70,70,0,1456,52,100,3741,0,0,0,2014,5,1,93,82992,30305,33.9308411,-87.8150451
AL,106-001,HAMILTON - CLYDE NIX PUBLIC LIBRARY,MARION,0,0,1,81261,0,1500,0,82761,,3000,0,0,3000,,70831,0,0,0,0,0,0,17201,0,0,70,70,0,1883,15111,1652,11388,0,6,4197,2014,5,1,93,32848,30305,34.143375,-87.992958
AL,106-002,KENNEDY PUBLIC LIBRARY,LAMAR,0,0,1,16640,0,0,0,16640,,0,0,0,0,,23397,0,0,0,0,0,0,5308,0,0,70,70,0,1920,540,795,1482,0,3,421,2014,5,1,75,39520,14203,33.5860805,-87.9759123
AL,106-003,GUIN - MCHS COMMUNITY LIBRARY,MARION,0,1,1.5,37438,0,7000,0,44438,,8750,0,0,8750,,44438,0,0,0,0,0,0,21303,0,0,70,70,0,1950,16931,2042,17835,0,9,4404,2014,5,1,93,32224,30305,33.9822137,-87.9177289
AL,106-005,RUSSELLVILLE PUBLIC LIBRARY,FRANKLIN,0,0,1,50700,19146,0,1980,71826,68264,9215,0,922,10137,13198,91599,0,0,0,0,0,1980,23627,0,0,70,70,0,1725,7365,13779,24045,0,5,2398,2014,5,1,59,67056,31542,34.5047372,-87.7302538
AL,106-006,SULLIGENT PUBLIC LIBRARY,LAMAR,0,0,1,33545,0,4000,0,37545,,5000,0,0,5000,,38546,0,0,0,0,0,0,14669,0,0,70,70,0,1992,6187,2988,8430,0,5,1583,2014,5,1,75,73728,14203,33.9003387,-88.1317513
AL,106-007,VERNON - MARY WALLACE COBB MEMORIAL LIBRARY,LAMAR,0,0,1,56535,0,500,0,57035,,1400,0,0,1400,,57035,0,0,0,0,0,0,12988,0,0,70,70,0,2129,11534,6299,10491,0,9,2182,2014,5,1,75,78480,14203,33.757955,-88.1107773
AL,106-008,RED BAY - WEATHERFORD PUBLIC LIBRARY,FRANKLIN,0,0,0.63,38044,0,0,0,38044,,800,0,310,1110,,38043,0,0,0,0,0,0,12393,0,0,70,70,0,1200,8492,2829,5827,0,7,2492,2014,5,1,59,63576,31542,34.4427927,-88.1573331
AL,106-009,WINFIELD PUBLIC LIBRARY,MARION,0,0,1,84631,0,5000,0,89631,65625,11120,0,4080,15200,8404,89229,0,0,0,0,0,0,23224,0,0,70,70,0,2086,23164,5812,28123,0,24,6224,2014,5,1,93,82992,30305,33.9308411,-87.8150451
AL,107-001,ATHENS - LIMESTONE PUBLIC LIBRARY,LIMESTONE,0,3,5.6,280000,84704,13135,163537,541376,394373,26904,5522,4100,36526,116477,547376,0,0,0,0,0,0,69327,52716,2,70,72,61,2347,81736,13982,131604,9274,16,18756,2014,5,1,83,2956,88924,34.7998164,-86.9645795
AL,107-002,DECATUR PUBLIC LIBRARY,MORGAN,0,1,20,426073,88605,10000,350265,874943,538914,63954,5208,46292,115454,239615,893983,0,0,0,0,0,0,106934,27929,0,70,70,155,3172,176085,33296,179656,13125,37,33425,2014,5,1,103,20104,119628,34.606014,-86.981431
AL,107-003,HARTSELLE - WILLIAM BRADFORD HUIE LIBRARY OF HARTSELLE,MORGAN,0,0,2,100973,22606,2000,3000,128579,89988,8033,5000,1335,14368,24223,128579,0,0,0,0,0,0,26850,13371,1,70,71,6,2184,25276,10453,26936,2262,8,14280,2014,5,1,103,33448,119628,34.444159,-86.934983
AL,107-004,LAWRENCE COUNTY PUBLIC LIBRARY,LAWRENCE,0,0,1,72000,31542,0,7121,110663,74270,4454,0,738,5192,31573,111035,0,0,0,0,0,0,34309,128,1,70,71,7,2075,26915,11576,29320,0,17,17480,2014,5,1,79,51600,33571,34.4758893,-87.2944961
AL,500-000,BALDWIN COUNTY LIBRARY COOPERATIVE,BALDWIN,1,0,2,81442,98007,4850,11559,195858,129703,4689,0,0,4689,43922,178314,0,0,0,0,0,0,20466,7,0,70,70,2,3432,32240,4906,38647,84,8,10560,2014,5,1,3,65208,195443,30.550709,-87.716861
AL,500-001,DAPHNE PUBLIC LIBRARY,BALDWIN,0,5,7,824258,17245,20000,19999,881502,554968,46835,10000,13000,69835,122840,747643,110873,0,0,0,110873,110873,60126,9169,5,70,75,62,2547,218213,21979,317151,10558,24,26368,2014,5,1,3,19648,195443,30.6181,-87.905194
AL,500-002,FAIRHOPE PUBLIC LIBRARY,BALDWIN,0,1,5,630000,15881,2000,87195,735076,528189,53998,18510,20335,92843,115854,736886,0,0,0,0,0,0,74215,18117,6,70,76,180,2704,197652,18647,219726,10557,92,60789,2014,5,1,3,25240,195443,30.5230526,-87.9008897
AL,999-072,FOLEY PUBLIC LIBRARY,BALDWIN,0,1,1,788921,14872,0,0,803793,538027,69569,9460,33580,112609,250894,901530,0,0,0,0,0,14100,77535,20662,6,70,76,54,3338,518734,22182,744893,179125,61,36128,2014,5,1,3,26992,195443,30.4063657,-87.6795864
AL,500-004,BAY MINETTE PUBLIC LIBRARY,BALDWIN,0,1,7,288227,7879,7000,10695,313801,237297,31242,3000,12012,46254,30250,313801,0,0,0,0,0,0,42443,23329,3,70,73,44,2600,78000,10659,99850,3799,11,20601,2014,5,1,3,4660,195443,30.8826155,-87.776059
AL,500-005,LOXLEY PUBLIC LIBRARY,BALDWIN,0,0,1,20554,1659,0,0,22213,,3000,450,1250,4700,,26926,0,0,0,0,0,0,9508,0,0,70,70,0,1350,10000,1290,9880,0,13,5000,2014,5,1,3,44608,195443,30.619925,-87.7529391
AL,500-006,OSCAR JOHNSON MEMORIAL LIBRARY,BALDWIN,0,0,1,4200,717,0,1000,5917,,1717,0,150,1867,,6967,0,0,0,0,0,0,9501,2,0,70,70,0,780,3192,266,1976,0,5,100,2014,5,1,3,70536,195443,30.5450831,-87.7518658
AL,999-071,ROBERTSDALE PUBLIC LIBRARY,BALDWIN,0,0,1,310482,5360,0,0,315842,208881,39580,0,11255,50835,18256,277972,0,0,0,0,0,0,28085,0,0,70,70,33,2624,65782,8257,83981,0,13,42137,2014,5,1,3,65208,195443,30.552994,-87.7134011
AL,500-008,GULF SHORES - THOMAS B. NORTON PUBLIC LIBRARY,BALDWIN,0,4,7,544305,9839,1980,61125,617249,444940,23899,9796,19157,52852,119457,617249,0,0,0,0,0,0,48180,23329,9,70,79,56,2548,189545,12806,104475,7859,24,11536,2014,5,1,3,32272,195443,30.2724838,-87.6922688
AL,501-001,ADAMSVILLE PUBLIC LIBRARY,JEFFERSON,0,0,1,100400,2462,0,13791,116653,,3589,0,964,4553,,103771,0,0,0,0,0,0,15629,13440,0,70,70,9,2340,20975,2847,22588,2331,12,12610,2014,5,1,73,460,659197,33.6001341,-86.9532308
AL,501-002,BESSEMER PUBLIC LIBRARY,JEFFERSON,0,4,5,669654,15128,0,48327,733109,363559,14655,0,1250,15905,468018,847482,0,0,0,0,0,0,76230,13440,1,70,71,60,2860,123238,20713,35829,390,41,74044,2014,5,1,73,5980,659197,33.403367,-86.954919
AL,501-003,MOUNTAIN BROOK - EMMET O'NEAL LIBRARY,JEFFERSON,0,9,10,2394870,11248,0,59619,2465737,1717284,188296,21170,121945,331411,597369,2646064,71148,0,0,0,71148,71148,121337,13440,5,70,75,201,3250,199234,13804,476824,156714,72,45699,2014,5,1,73,51696,659197,33.501479,-86.756435
AL,501-004,FAIRFIELD - WALTER J. HANNA MEMORIAL LIBRARY,JEFFERSON,0,1,5,195999,6124,0,5390,207513,97758,19173,0,2606,21779,63018,182555,0,0,0,0,0,0,17762,13440,1,70,71,27,2496,19435,4428,18854,-1,16,23302,2014,5,1,73,25120,659197,33.491112,-86.915404
AL,501-005,FULTONDALE PUBLIC LIBRARY,JEFFERSON,0,0,1,478873,4618,0,11242,494733,327902,26214,0,4618,30832,103846,462580,0,0,0,0,0,0,70296,13440,1,70,71,0,3342,80000,3600,27581,2274,23,17293,2014,5,1,73,28552,659197,33.6084582,-86.7983605
AL,501-006,GARDENDALE - MARTHA MOORE PUBLIC LIBRARY,JEFFERSON,0,1,8,581016,9645,0,6490,597151,477997,17104,1500,15079,33683,102263,613943,0,0,0,0,0,14800,52410,13440,1,70,71,52,2673,109607,10414,162303,7885,31,20391,2014,5,1,73,29056,659197,33.650038,-86.818551
AL,501-007,GRAYSVILLE PUBLIC LIBRARY,JEFFERSON,0,0,1,80000,1501,0,7519,89020,,5634,0,0,5634,,74051,0,0,0,0,0,0,14232,13440,1,70,71,0,1992,8715,1942,13346,630,8,2777,2014,5,1,73,31384,659197,33.62657,-86.973355
AL,501-008,HOMEWOOD PUBLIC LIBRARY,JEFFERSON,0,7.48,29.53,2131324,17495,0,24200,2173019,1581919,124560,65392,70226,260178,236714,2078811,56850,0,0,0,56850,54148,73579,13440,9,70,79,238,3287,449597,24928,516808,28994,127,260985,2014,5,1,73,35800,659197,33.475485,-86.795527
AL,501-009,HOOVER PUBLIC LIBRARY,JEFFERSON,0,21.8,32.31,5893125,57133,27528,247803,6225589,4185080,322035,125208,166388,613631,1351722,6150433,0,0,0,0,0,0,228086,13440,7,70,77,258,3416,657718,65357,1526989,60803,173,106111,2014,5,1,73,35896,659197,33.3878766,-86.8059591
AL,501-010,HUEYTOWN PUBLIC LIBRARY,JEFFERSON,0,0,1,117307,11171,0,15680,144158,79089,12735,0,905,13640,24967,117696,0,0,0,0,0,0,26151,13440,1,70,71,0,2298,39845,7356,51421,4102,16,22748,2014,5,1,73,36448,659197,33.448032,-86.996988
AL,501-011,IRONDALE PUBLIC LIBRARY,JEFFERSON,0,2,2,357806,8588,10000,26022,402416,265655,45395,501,17421,63317,57371,386343,0,0,0,0,0,0,41213,13440,0,70,70,62,2351,22120,4252,61621,3691,14,12543,2014,5,1,73,37864,659197,33.537758,-86.706599
AL,501-012,LEEDS - JANE CULBRETH LIBRARY,JEFFERSON,0,2,5,380306,8203,0,18174,406683,305677,13603,0,5892,19495,78312,403484,0,0,0,0,0,0,31209,13440,1,70,71,82,2312,44456,5147,53329,4515,9,18742,2014,5,1,73,41968,659197,33.543466,-86.541708
AL,501-013,MIDFIELD PUBLIC LIBRARY,JEFFERSON,0,0,1,90000,3721,0,13848,107569,63523,5600,0,1579,7179,38360,109062,0,0,0,0,0,0,16046,13440,1,70,71,22,2300,40796,2797,11604,146,10,8235,2014,5,1,73,48376,659197,33.4576713,-86.9155953
AL,501-014,PLEASANT GROVE PUBLIC LIBRARY,JEFFERSON,0,0,3,155426,7060,0,10878,173364,109034,11633,0,2359,13992,34613,157639,0,0,0,0,0,0,20091,13440,2,70,72,27,2355,24452,3868,36956,2714,15,15226,2014,5,1,73,61008,659197,33.49169,-86.971744
